Sender,Title,Incipit,Reference,Cited names,Subject,Places
"Segni, Alessandro, 1633-1697,

","Segni Alessandro a Medici Leopoldo (de'), 1 gennaio 1666.
","Tipologia: letteraIncipit: ""Mi trovo la benignissima di V.A. de' quattro passato...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 164, c. 227r-228v<br/>
</td>","Dati, Carlo Roberto, 1619-1676,  (citato.)
Ménage, Gilles, 1613-1692,  (citato.)
Redi, Francesco, 1626-1698,  (citato.)
Riccardi, Francesco, 1648-1719,  (citato.)
Boulliau, Ismael, 1605-1691,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Coltellini, Agostino, 1613-1693,  (citato.)
","*Lettera privata.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
"Ricci, Michelangelo, 1619-1682,

","Ricci Michelangelo a Medici Leopoldo (de'), 4 gennaio 1666.
","Tipologia: letteraIncipit: ""Il Signor Don Matteo Campani...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 165, c. 229r<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
Campani, Matteo, 1620-1678,  (citato.)
","*Notizie di libri.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Ricci, Michelangelo, 1619-1682,

","Ricci Michelangelo a Medici Leopoldo (de'), 6 gennaio 1666.
","Tipologia: letteraIncipit: ""Ho fatto consegnare al Sig.r Monanni li Dialoghi Fisici...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 166, c. 230r<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
Monanni, Monanno, sec. XVII,  (citato.)
","*Notizie di libri.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Ricci, Michelangelo, 1619-1682,

","Ricci Michelangelo a Medici Leopoldo (de'), 25 gennaio 1666.
","Tipologia: letteraIncipit: ""Mando a V.A.S. qua aggiunto il foglio con le figure...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 167, c. 231r<br/>
</td>","Campani, Matteo, 1620-1678,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Thévenot, Melchisédech, 1620-1680,  (citato.)
Fabri, Honoré, 1607-1688,  (citato.)
","*Astronomia.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Boulliau, Ismael, 1605-1691,

","Boulliau Ismael a Medici Leopoldo (de'), gennaio 1666 ab Inc. [i.e. 1667].
","Tipologia: letteraIncipit: ""In exercitatione geometrica Illustr.mi viri Michaeli Angeli Riccij...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 168, c. 232r-233v<br/>
</td>","Apollonius Pergaeus, 262-190 a.C.,  (citato.)
Mydorge, Claude, 1585-1647,  (citato.)
Ricci, Michelangelo, 1619-1682,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Viviani, Vincenzo, 1622-1703,  (copista.)
","*Geometria.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
"Levera, Francesco, sec. XVII,

","Levera Francesco a Medici Leopoldo (de'), 13 febbraio 1666.
","Tipologia: letteraIncipit: ""Dopo un  congresso secreto fatto fare ultimamente da Monsignor Nini...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 169, c. 235r-235v<br/>
</td>","Bona, Giovanni, 1609-1674,  (citato.)
Nini, Jacopo Filippo, 1628-1680,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
","*Calendario.
",
"Levera, Francesco, sec. XVII,

","Levera Francesco a Medici Leopoldo (de'), 13 febbraio 1666.
","Tipologia: letteraIncipit: ""Benché sia superflua risposta alcuna al contenuto della lettera supposta di autore anonimo...""AutografoLe cc. 238 e 239 sono a stampa allegate. A c.238 P. Palazzi, ""Novae Ephemerides motuum solis"" , Roma 1664; a c. 239 F. Levera, ""De Inerrantium Stellarum viribus"", Roma, 1664
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 170, c. 236r-239r<br/>
</td>","Martelli, Ugolino, 1519-1592,  (citato.)
Gregorius XIII, papa, 1502-1585,  (citato.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Clavius, Christoph, 1538-1612,  (citato.)
Palazzi, Pietro, sec. XVII,  (citato.)
Riccioli, Giovanni Battista, 1598-1671,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Magini, Giovanni Antonio, 1555-1617,  (citato.)
Campanella, Tommaso, 1568-1639,  (citato.)
Moleti, Giuseppe, 1531-1588,  (citato.)
","*Calendario.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
,"[Non identificato] a [non identificato], [s.d.].
","Tipologia: letteraIncipit: ""Itaque si praeclara ingenia, illustre artes, splendida dominia...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 171, c. 240r-241r<br/>
</td>","Campanella, Tommaso, 1568-1639,  (citato.)
","*Geografia.
",
,"[Non identificato] a [non identificato], 26 febbraio 1666.
","Tipologia: letteraIncipit: ""Doppo esservi ultimamente concluso in una Congregazione....""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 172, c. 242r<br/>
</td>",,"*Geografia.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
,"[Non identificato] a [non identificato], [s.d.].
","Tipologia: letteraIncipit: ""Paschae solemnitas celebranda est die dominico...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 173, c. 243r-v<br/>
</td>",,"*Calendario.
","*Firenze  (provenienza e destinazione.)
"
,"[Non identificato] a [non identificato], [s.d.].
","Tipologia: letteraIncipit: ""Il fondamento di costoro, che stimano essre svario nella Pasqua...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 174, c. 244r-245r<br/>
</td>","Moleti, Giuseppe, 1531-1588,  (citato.)
Gregorius XIII, papa, 1502-1585,  (citato.)
","*Calendario.
","*Pisa  (provenienza.)*Firenze  (destinazione.)
"
"Segni, Alessandro, 1633-1697,

","Segni Alessandro a Medici Leopoldo (de'), 26 febbraio 1666.
","Tipologia: letteraIncipit: ""A molti capi della riveritissima di che V.A. m'onora...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 175, c. 246r-248v<br/>
</td>","Dati, Carlo Roberto, 1619-1676,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Thévenot, Melchisédech, 1620-1680,  (citato.)
Habert de Montmor, Henri Louis, ca. 1600-1679,  (citato.)
Bartoli, Daniello, 1608-1685,  (citato.)
Bourdelot, Pierre Michon, 1610-1685,  (citato.)
Boulliau, Ismael, 1605-1691,  (citato.)
Mambelli, Marco Antonio, 1582-1644,  (citato.)
",,"*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Ricci, Michelangelo, 1619-1682,

","Ricci Michelangelo a Medici Leopoldo (de'), 1 marzo 1666.
","Tipologia: letteraIncipit: ""Nelle difficoltà che mosse il Sig.r Levera...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 176, c. 257r-258r<br/>
</td>","Levera, Francesco, sec. XVII,  (citato.)
Gregorius XIII, papa, 1502-1585,  (citato.)
Alfonso X, re di Castiglia e di Leon, 1221-1284,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Bona, Giovanni, 1609-1674,  (citato.)
","*Calendario.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Paoli, Vincenzo, ca. 1600-1676,

","Paoli Vincenzo a Medici Leopoldo (de'), 7 marzo 1666.
","Tipologia: letteraIncipit: ""L'havere, per mio credere, provato e sperimentato quanti strumenti per livellare...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 177, c. 259r-v<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
Barattieri, Giovanni Battista, 1601-1677,  (citato.)
","*Strumenti.
","*Lucca  (provenienza.)*Firenze  (destinazione.)
"
"Panciatichi, Lorenzo, 1635-1676,

","Panciatichi Lorenzo a Medici Leopoldo (de'), 27 marzo 1666.
","Tipologia: letteraIncipit: ""Ho consegnato al Fantacci di dispensa un libretto...""Nel margine superiore della lettera si legge un'annotazione di mano di Leopoldo de' Medici
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 178, c. 260r-v<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
Aprosio, Angelico, 1607-1681,  (citato.)
Riccioli, Giovanni Battista, 1598-1671,  (citato.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Herbelot, Barthélemy d', 1625-1695,  (citato.)
Fantacci,  (citato.)
Porphyrius, ca. 234-ca. 304,  (citato.)
Franzoni, Giacomo, 1612-1697,  (citato.)
Magliabechi, Antonio, 1633-1714,  (citato.)
Tasso, Torquato, 1544-1595,  (citato.)
Chiabrera, Gabriello, 1552-1638,  (citato.)
Bissel, Johann, 1601-1682,  (citato.)
","*Notizie di libri.
","*Firenze  (provenienza e destinazione.)
"
"Panciatichi, Lorenzo, 1635-1676,

","Panciatichi Lorenzo a Medici Leopoldo (de'), 31 marzo 1666.
","Tipologia: letteraIncipit: ""Si lesse iersera la descritione dell'Essequie del Re di Spagna...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 179, c. 261r-262v<br/>
</td>","Bartolommei, Mattia Maria de', 1640-1695,  (citato.)
Valois, Adrien de, 1607-1692,  (citato.)
Felipe IV, re di Spagna e Portogallo, 1605-1665,  (citato.)
Felipe III, re di Spagna e Portogallo, 1578-1621,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Petronius Arbiter, sec. I,  (citato.)
","*Argomenti letterari.
","*Firenze  (provenienza e destinazione.)
"
"Panciatichi, Lorenzo, 1635-1676,

","Panciatichi Lorenzo a Medici Leopoldo (de'), 2 aprile 1666.
","Tipologia: letteraIncipit: ""Acclusa trasmetto a V.A. la nota de Medaglioni fatti nell'Essequie del Re di Spagna...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 180, c. 263r-264r<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
Rucellai, Orazio, 1614-1674,  (citato.)
Zilioli,  (citato.)
Ridolfi,  (citato.)
Bigot, Émery, sec. XVII,  (citato.)
","*Notizie di libri.
","*Firenze  (provenienza e destinazione.)
"
"Segni, Alessandro, 1633-1697,

","Segni Alessandro a Medici Leopoldo (de'), 2 aprile 1666.
","Tipologia: letteraIncipit: ""A fine di godere nel cominciamento della primavera i paesi della Francia...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 181, c. 265r-267r<br/>
</td>","Riccardi, Francesco, 1648-1719,  (citato.)
Pamphili Maidalchini, Olimpia, 1594-1657,  (citato.)
Fabri, Honoré, 1607-1688,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Mendet,  (citato.)
Dati, Carlo Roberto, 1619-1676,  (citato.)
Ménage, Gilles, 1613-1692,  (citato.)
Bertet, Jean, 1622-1692,  (citato.)
","*Argomenti letterari.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
"Dati, Carlo Roberto, 1619-1676,

","Dati Carlo Roberto a Medici Leopoldo (de'), 6 aprile 1666.
","Tipologia: letteraIncipit: ""Dal Signor Marchese dal Monte Guardaroba Maggiore ...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 182, c. 268r-269r<br/>
</td>","Apollonius Pergaeus, 262-190 a.C.,  (citato.)
Monanni,  (citato.)
Bochart, Samuel, 1599-1667,  (citato.)
Visconti, Alessandro, sec. XVII?,  (citato.)
Giggi, Antonio, m. 1634,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza e destinazione.)
"
"Dati, Carlo Roberto, 1619-1676,

","Dati Carlo Roberto a Medici Leopoldo (de'), 9 aprile 1666.
","Tipologia: letteraIncipit: ""Per eseguire i comandamenti di V.A. ricevuti non prima che a ora di desinare...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 183, c. 270r-271r<br/>
</td>","Strozzi,  (citato.)
Della Bella, Stefano, 1610-1664,  (citato.)
Lucini, Antonio Francesco, n. ca. 1605,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Magalotti, Lorenzo, 1637-1712,  (citato.)
Borgherini, Pier Francesco, sec. XVII,  (citato.)
",,"*Firenze  (provenienza e destinazione.)
"
,"[Non identificato] a Medici Leopoldo (de'), 16 aprile 1666.
","Tipologia: letteraIncipit: ""L'Agremont que V.A. ma toujours fait l'honneur de me tesmoigner...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 184, c. 272r<br/>
</td>","Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Petit, Pierre, 1617-1687,  (citato.)
Levera, Francesco, sec. XVII,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
","*Calendario.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
"Segni, Alessandro, 1633-1697,

","Segni Alessandro a Medici Leopoldo (de'), 25 aprile 1666.
","Tipologia: letteraIncipit: ""Gli esemplari delle poesie di fra Ciro che l' A.V. mi onori nella riveritissima sua de tre stante...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 185, c. 273r-275r<br/>
</td>","Pers, Ciro di, 1599-1663,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Brahe, Tycho, 1546-1601,  (citato.)
Jansenius, Cornelius, 1585-1638,  (citato.)
Archimedes, 287-212 a.C.,  (citato.)
","*Argomenti letterari.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
"Campani, Matteo, 1620-1678,

","Campani Matteo a Medici Leopoldo (de'), 8 maggio 1666.
","Tipologia: letteraIncipit: ""Il benignissimo Patrocinio di V.A.S. verso mio fratello...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 186, c. 276r<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
Accademia del Cimento (Firenze),  (citato.)
","*Notizie di libri.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Settala, Manfredo, 1600-1680,

","Settala Manfredo a Medici Leopoldo (de'), 26 maggio 1666.
","Tipologia: letteraIncipit: ""La memoria singolarmente cortese di V.A.S....""AutografoSul verso della c.278 nota forse di mano di Leopolo de' Medici
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 187, c. 277r-278v<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
Borelli, Giovanni Alfonso, 1608-1679,  (citato.)
","*Lettera di ringraziamento.
","*Milano  (provenienza.)*Firenze  (destinazione.)
"
"Campani, Matteo, 1620-1678,

","Campani Matteo a Medici Leopoldo (de'), 29 maggio 1666.
","Tipologia: letteraIncipit: ""Le benignissime lettere di V.A.S. han data l'ultima mano alla mia operetta...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 188, c. 279r<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
","*Notizie di libri.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Medici Leopoldo (de'), 1 giugno 1666.
","Tipologia: letteraIncipit: ""Succede à i sedici di questo mese un'eccllisse lunare...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 189, c. 280r-281r<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
","*Suppliche.
","*San Miniato  (provenienza.)*Firenze  (destinazione.)
"
"Ricci, Michelangelo, 1619-1682,

","Ricci Michelangelo a Medici Leopoldo (de'), 3 giugno 1666.
","Tipologia: letteraIncipit: ""Dalla lettura del Giornale che tre settimane sono venne da Francia...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 190, c. 282r-283v<br/>
</td>","Brahe, Tycho, 1546-1601,  (citato.)
Longomontanus, Christen Sorensen, 1562-1647,  (citato.)
Petit, Pierre, 1598-1667,  (citato.)
Clavius, Christoph, 1538-1612,  (citato.)
Guldin, Paul, 1577-1643,  (citato.)
Levera, Francesco, sec. XVII,  (citato.)
Gregorius XIII, papa, 1502-1585,  (citato.)
Angeli, Stefano degli, 1623-1697,  (citato.)
Riccioli, Giovanni Battista, 1598-1671,  (citato.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Borelli, Giovanni Alfonso, 1608-1679,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Argoli, Andrea, 1570-1657,  (citato.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
","*Calendario.
","*Frascati  (provenienza.)*Firenze  (destinazione.)
"
