Sender,Main title,Notes,in:,Related names,subjects,places
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 20 marzo 1659.
","Tipologia: letteraIncipit: ""Questa settimana mi trovo privo di sue lettere...""Firma autografaA c. 218v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 97, c. 217r-218v<br/>
</td>","Morelli, Angelo, 1608-1687,  (destinatario.)
Divini, Eustachio, 1610-1685,  (citato.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
Rau e Requesens, Simone, 1509-1659,  (citato.)
Rosis, Orsino de, sec. XVII,  (citato.)
Ruffo, Giacomo, m. 1674,  (citato.)
",,"*Pisa  (provenienza.)*Roma  (destinazione.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 17 marzo 1659.
","Tipologia: letteraIncipit: ""Ricevo la gratissima di V.R. degl'8 e prima intorno alla resolutione ch'ella desidera...""Firma autografaA c. 220r dimostrazione di problema geometrico
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 98, c. 219r-220r<br/>
</td>","Morelli, Angelo, 1608-1687,  (destinatario.)
Medici, Leopoldo de', 1617-1675,  (citato.)
Divini, Eustachio, 1610-1685,  (citato.)
Ricci, Michelangelo, 1619-1682,  (citato.)
",,"*Pisa  (provenienza.)*Roma  (destinazione.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 23 marzo 1659.
","Tipologia: letteraIncipit: ""Ricevo la gratissima sua de 15 e prima le ricordo che recuperi quelle lenti da Eustachio Divini...""Firma autografaIndirizzo a c. 222v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 99, c. 221r-222v<br/>
</td>","Morelli, Angelo, 1608-1687,  (destinatario.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
Diversin, Biagio, sec. XVII,  (citato.)
Rosis, Orsino de, sec. XVII,  (citato.)
Divini, Eustachio, 1610-1685,  (citato.)
",,"*Pisa  (provenienza.)*Roma  (destinazione.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 7 novembre 1659.
","Tipologia: letteraIncipit: ""Sia molto ben venuta V. R.ma. Darò parte al Ser.mo Principe della Sua venuta...""Firma autografaA c. 224v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 100, c. 223r-224v<br/>
</td>","Morelli, Angelo, 1608-1687,  (destinatario.)
Galilei, Galileo, 1564-1642,  (citato.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
",,"*Pisa  (provenienza.)*Roma  (destinazione.)
"
"Hevelius, Johannes, 1611-1687,

","Hevelius Johannes a Oldenburg Henry, 28 maggio 1666.
","Tipologia: letteraIncipit: ""Postremae tuae literae 16 Januarii...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 1, c. 1r-3v<br/>
</td>","Oldenburg, Henry, ca. 1615-1677,  (destinatario.)
Auzout, Adrien, 1622-1691,  (citato.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Boulliau, Ismael, 1605-1691,  (citato.)
Burattini, Tito Livio, 1617-1681,  (citato.)
Boyle, Robert, 1627-1691,  (citato.)
Kircher, Athanasius, 1602-1680,  (citato.)
Petit, Pierre, 1598-1667,  (citato.)
Campani, Giuseppe, 1635-1715,  (citato.)
",,"*Danzica  (provenienza.)
"
"Rinaldini, Carlo, 1615-1698,

","Rinaldini Carlo a [non identificato], 17 agosto 1666.
","Tipologia: letteraIncipit: ""Con la passata avvisai a vostra signoria eccellentissima...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 2, c. 4r-v<br/>
</td>","Clavius, Christoph, 1538-1612,  (citato.)
Maurolico, Francesco, 1494-1575,  (citato.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
",,"*Firenze  (provenienza.)
"
"Regnault, François, sec. XVII,

","Regnault François a Fabri Honoré, 13 maggio 1667.
","Tipologia: letteraIncipit: ""Je profite de l'ocasion de Reverende Pere Berthet...""Copia di mano di Vincenzo VivianiIndirizzo a c. 2vLe cc. 7r-8v allegate alla lettera contengono tavole astronomiche
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 3, c. 5r-8v<br/>
</td>","Fabri, Honoré, 1607-1688,  (destinatario.)
Viviani, Vincenzo, 1622-1703,  (citato.)
Pagan, Blaise-François de, 1604-1665 ,  (citato.)
Kepler, Johannes, 1571-1630,  (citato.)
Boulliau, Ismael, 1605-1691,  (citato.)
Bertet, Jean, 1622-1692,  (citato.)
",,
"Sluse, René François Walter de, 1622-1685,

","Sluse René François Walter (de) a [non identificato], 1 luglio 1667.
","Tipologia: letteraIncipit: ""Rispondo più tardi ch' io non dovrei ...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 4, c. 9r-10r<br/>
</td>","Borelli, Giovanni Alfonso, 1608-1679,  (citato.)
Dati, Carlo Roberto, 1619-1676,  (citato.)
Rucellai, Orazio, 1614-1674,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
",,"*Liegi  (provenienza.)
"
"Lana, Francesco de, 1631-1687,

","Lana Francesco a Accademia del Cimento (Firenze), 9 maggio 1668.
","Tipologia: letteraIncipit: ""Emmi finalmente venuto alle mani doppo haverlo per lungo tempo desiderato...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 5, c. 11r-13r<br/>
</td>","Accademia del Cimento (Firenze),  (destinatario.)
",,"*Brescia  (provenienza.)
"
"Montanari, Geminiano, 1633-1687,

","Montanari Geminiano a [non identificato], 26 agosto 1668.
","Tipologia: letteraIncipit: ""Rimando a vostra signoria eccellentissima con i dovuti ringratiamenti...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 6, c. 14r-19v<br/>
</td>","Rossetti, Donato, 1633-1686,  (citato.)
Malpighi, Marcello, 1628-1694,  (citato.)
Archimedes, 287-212 a.C.,  (citato.)
Pappus Alexandrinus, sec. III-IV,  (citato.)
Valerio, Luca, 1552-1618,  (citato.)
Monconys, Balthasar de, 1611-1665,  (citato.)
Guldin, Paul, 1577-1643,  (citato.)
Levera, Francesco, sec. XVII,  (citato.)
Democritus, ca. 460-ca. 370 a.C.,  (citato.)
Fabri, Honoré, 1607-1688,  (citato.)
Commandino, Federico, 1509-1575,  (citato.)
Stevin, Simon, 1548-1620,  (citato.)
Galilei, Galileo, 1564-1642,  (citato.)
",,
"Campani, Matteo, 1620-1678,

","Campani Matteo a [non identificato], 24 ottobre 1668.
","Tipologia: letteraIncipit: ""Per varij disgusti domestici non ho potuto più applicare a compire il discorso intrapreso...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 7, c. 20 r-v<br/>
</td>",,,"*Spoleto  (provenienza.)
"
"Campani, Matteo, 1620-1678,

","Campani Matteo a [non identificato], 10 novembre 1668.
","Tipologia: letteraIncipit: ""Per mantener viva la mia obbligata e devota servitù...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 8, c. 21r-22r<br/>
</td>","Campani, Giuseppe, 1635-1715,  (citato.)
Mauri, Andrea, sec. XVII,  (citato.)
",,
"Chapelain, Jean, 1595-1674,

","Chapelain Jean a [non identificato], 6 aprile 1669.
","Tipologia: letteraIncipit: ""Je respons a vos deux lettres...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 9, c. 23r-24r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (citato.)
Rabatta, Antonio da, sec. XVII,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
Dati, Carlo Roberto, 1619-1676,  (citato.)
Ménage, Gilles, 1613-1692,  (citato.)
Redi, Francesco, 1626-1698,  (citato.)
Accademia della Crusca (Firenze),  (citato.)
",,"*Roma  (provenienza.)
"
,"Della pietra Belzuar minerale siciliana.
","Tipologia: manoscrittoTit. origIncipit: ""Dovendo io dare a Vostra Signoria Illustrissima qualche segno d'animo grato...""Explicit: ""...bacio a vostra signoria in tanto cordialissime le mani""Il testo, in forma di lettera, reca la data: Messina, 24 aprile 1669
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 10, c. 24bis r-52r<br/>
</td>",,"*Mineralogia.
",
"Campani, Matteo, 1620-1678,

","Campani Matteo a [non identificato], 1 settembre 1669.
","Tipologia: letteraIncipit: ""In questo punto ho consegnata al Procaccio una cassetta con gli oriuoli dentro...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 11, c. 53r<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (citato.)
",,"*Roma  (provenienza.)
"
"Montanari, Geminiano, 1633-1687,

","Montanari Geminiano a [non identificato], 9 novembre 1670.
","Tipologia: letteraIncipit: ""Eppur farà di mestieri ch'io rinunci affatto alle osservazioni astronomiche...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 12, c. 54r-55v<br/>
</td>","Rinaldini, Carlo, 1615-1698,  (citato.)
Grimaldi, Francesco Maria, 1618-1663,  (citato.)
Borelli, Giovanni Alfonso, 1608-1679,  (citato.)
Savorgnano del Monte, Girolamo, sec. XVII,  (citato.)
",,"*Roma  (provenienza.)
"
"Boulliau, Ismael, 1605-1691,

","Boulliau Ismael a Magalotti Lorenzo, 25 aprile 1672.
","Tipologia: letteraIncipit: ""Nel mese di settembre passato il giorno 18 osservai...""Copia di mano di Vincenzo Viviani
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 13, c. 56r-v<br/>
</td>","Hevelius, Johannes, 1611-1687,  (citato.)
Viviani, Vincenzo, 1622-1703,  (copista.)
Magalotti, Lorenzo, 1637-1712,  (destinatario.)
",,"*Parigi  (provenienza.)
"
"Eschinardi, Francesco, 1623-1703,

","Eschinardi Francesco a [non identificato], 3 dicembre 1672.
","Tipologia: letteraIncipit: ""Prego Vostra Signoria illustrissima di far penetrare in qualche modo al Serenissimo Signor Cardinale de' Medici...""AutografoIndirizzo a c. 58v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 14, c. 57r-58v<br/>
</td>","Mancini, Giovanni Battista, sec. XVII,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
",,"*Roma  (provenienza.)
"
"Eschinardi, Francesco, 1623-1703,

","Eschinardi Francesco a [non identificato], 22 giugno 1674.
","Tipologia: letteraIncipit: ""Prego Vostra Signoria di comunicare al Serenissimo Cardinale de' Medici la seguente notitia...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 15, c. 59r<br/>
</td>","Kircher, Athanasius, 1602-1680,  (citato.)
Divini, Eustachio, 1610-1685,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
",,"*Roma  (provenienza.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a [non identificato], 1 gennaio 1675.
","Tipologia: letteraIncipit: ""L'eclisse totale della luna degli 11 gennaio 1675...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 16, c. 60r-62v<br/>
</td>","Serra, Francesco Maria, sec. XVII,  (citato.)
Kepler, Johannes, 1571-1630,  (citato.)
Riccioli, Giovanni Battista, 1598-1671,  (citato.)
Gassendi, Pierre, 1592-1655,  (citato.)
","*Eclisse lunare.
",
"Malpighi, Marcello, 1628-1694,

","Malpighi Marcello a Gornia Giovan Battista, 12 aprile 1675.
","Tipologia: letteraIncipit: ""Ho parlato con alcuni che sono stati a pigliar l'acqua di San Marino...""AutografoIndirizzo a c. 64v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 17, c. 63r-64v<br/>
</td>","Garotti, Lorenzo, sec. XVII,  (citato.)
Steensen, Niels, 1638-1686,  (citato.)
Monti, Ferdinando, sec. XVII,  (citato.)
Gornia, Giovanni Battista, 1633-1684,  (destinatario.)
",,"*Bologna  (provenienza.)*Firenze  (destinazione.)
"
"Marchetti, Alessandro, 1633-1714,

","Marchetti Alessandro a Magliabechi Antonio, 4 febbraio 1675.
","Tipologia: letteraIncipit: ""Mi ha pure questo maledetto stampatore cominciato una volta a stampare...""Copia da una lettera autografa che si trova in: Magl. Cl. VIII, 748, cc. 35r-v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 18, c. 65r-66r<br/>
</td>","Magliabechi, Antonio, 1633-1714,  (destinatario.)
",,"*Pisa  (provenienza.)
"
"Marchetti, Alessandro, 1633-1714,

","Marchetti Alessandro a Magliabechi Antonio, 10 marzo 1675.
","Tipologia: letteraIncipit: ""Subito ricevuto la sua gentilissima...""Copia da una lettera autografa che si trova in: Magl. Cl. VIII, 748, cc. 35r-v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 19, c. 67r-v<br/>
</td>","Noris, Enrico, 1631-1704 ,  (citato.)
Magliabechi, Antonio, 1633-1714,  (destinatario.)
",,"*Pisa  (destinazione.)
"
"Marchetti, Alessandro, 1633-1714,

","Marchetti Alessandro a Magliabechi Antonio, 13 maggio 1675.
","Tipologia: letteraIncipit: ""Duolmi di non potere eseguire l'ultimo suo consiglio...""Copia da una lettera autografa che si trova in: Magl. Cl. VIII, 748, cc. 45r-46v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 23, c. 73v-75v<br/>
</td>","Sadler, Cristoforo, sec. XVII,  (citato.)
Euclides, sec. III a.C.,  (citato.)
Magliabechi, Antonio, 1633-1714,  (destinatario.)
",,"*Pisa  (provenienza.)
"
"Marchetti, Alessandro, 1633-1714,

","Marchetti Alessandro a Magliabechi Antonio, 10 marzo 1675.
","Tipologia: letteraIncipit: ""Poscritto ricevo una lettera da mio fratello...""Copia da una lettera autografa che si trova in: Magl. Cl. VIII, 748, cc. 37r-v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 20, c. 68r<br/>
</td>","Fantacci, Tommaso, sec. XVII,  (citato.)
Magliabechi, Antonio, 1633-1714,  (destinatario.)
",,"*Pisa  (provenienza.)
"
"Marchetti, Alessandro, 1633-1714,

","Marchetti Alessandro a Magliabechi Antonio, 5 aprile 1675.
","Tipologia: letteraIncipit: ""Io non le ho reso prima le dovute grazie...""Copia da una lettera autografa che si trova in: Magl. Cl. VIII, 748, cc. 40r-43v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 21, c. 68v-73v<br/>
</td>","Rossetti, Donato, 1633-1686,  (citato.)
Zerilli, Diego, sec. XVII,  (citato.)
Magliabechi, Antonio, 1633-1714,  (destinatario.)
",,"*Pisa  (provenienza.)
"
"Marchetti, Alessandro, 1633-1714,

","Marchetti Alessandro a Magliabechi Antonio, 3 maggio 1675.
","Tipologia: letteraIncipit: ""A dispetto delle mie continue e gravissime occupazioni...""Copia da una lettera autografa che si trova in: Magl. Cl. VIII, 748, cc. 44r-v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 22, c. 72v-73v<br/>
</td>","Magliabechi, Antonio, 1633-1714,  (destinatario.)
",,"*Pisa  (provenienza.)
"
"Marchetti, Alessandro, 1633-1714,

","Marchetti Alessandro a Magliabechi Antonio, 21 maggio 1675.
","Tipologia: letteraIncipit: ""Questo maladetto stampatore ha fatto tanto adagio...""Copia da una lettera autografa che si trova in: Magl. Cl. VIII, 748, cc. 47r-v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 24, c. 76r-v<br/>
</td>","Neri, Lorenzo, sec. XVII?,  (citato.)
Mengoli, Pietro, 1625-1686,  (citato.)
Magliabechi, Antonio, 1633-1714,  (destinatario.)
",,"*Pisa  (provenienza.)
"
"Marchetti, Alessandro, 1633-1714,

","Marchetti Alessandro a Magliabechi Antonio, 22 maggio 1675.
","Tipologia: letteraIncipit: ""Io invio in un fagotto diretto al signor Cardinale venticinque copie del mio libretto...""Copia da una lettera autografa che si trova in: Magl. Cl. VIII, 748, cc. 48r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28524')"">Gal. 284  </a>  doc. 25, c. 77r<br/>
</td>","Capponi, Ferrante, 1611-1689,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
Magliabechi, Antonio, 1633-1714,  (destinatario.)
",,"*Pisa  (provenienza.)
"
